Property_ID,room,layout_type,property_type,locality,area,furnish_type,bathroom,city,parking_spaces,floor,pet_friendly,power_backup,washing_machine,air_conditioner,geyser/solar,security_deposit,CCTV/security,lift,neighbourhood,Price
184241,1,BHK,Apartment,Aundh,1174,Furnished,4,Pune,1,12,0,0,0,1,1,36428,1,1,3400,9158.467475
133823,1,BHK,Apartment,Kalyan West,356,Unfurnished,1,Mumbai,0,14,1,0,0,0,1,97644,1,1,3900,16722.24713
31048,2,BHK,Apartment,Vijayanagar,957,Unfurnished,2,Bangalore,1,3,0,0,0,0,1,174490,0,0,2100,26157.57903
94204,3,BHK,Apartment,Picnic Garden,2985,Semi-Furnished,2,Kolkata,0,15,0,0,1,1,0,403542,0,1,3200,58048.77693
147670,2,BHK,Apartment,Juhu,1064,Semi-Furnished,2,Mumbai,1,5,0,0,1,1,0,232056,1,0,3500,33647.34741
187918,3,BHK,Independent House,Bibwewadi,2402,Semi-Furnished,2,Pune,1,19,1,0,1,1,0,104340,0,1,100,19941.32868
143118,3,BHK,Independent Floor,Jogeshwari West,566,Semi-Furnished,2,Mumbai,0,8,1,0,1,1,0,101432,1,1,100,19836.00353
167420,2,BHK,Apartment,Andheri East,1036,Unfurnished,1,Mumbai,1,1,0,0,0,0,1,143200,0,0,3400,22509.03783
95787,1,BHK,Independent Floor,Salt Lake City,810,Unfurnished,2,Kolkata,0,19,0,0,0,0,0,141708,0,1,3000,22368.86969
179527,3,BHK,Independent Floor,Viman Nagar,1173,Unfurnished,2,Pune,0,19,1,1,0,0,1,24996,0,1,2400,8510.14053
23595,3,BHK,Apartment,Jigani,2148,Semi-Furnished,2,Bangalore,0,2,1,0,1,1,0,198832,1,0,3200,29792.93141
54069,1,BHK,Apartment,Saket,2221,Unfurnished,2,Delhi,1,17,0,0,0,0,0,2078704,0,1,3400,287535.4652
138448,1,BHK,Apartment,Kharghar,9905,Semi-Furnished,3,Mumbai,1,16,0,0,1,1,0,51660,1,1,3100,12285.22778
85270,2,BHK,Apartment,Kanchan Bagh,812,Unfurnished,2,Hyderabad,1,18,1,0,0,0,0,41998,0,1,3300,10050.6725
57512,1,BHK,Independent House,Sector 6 Dwarka,918,Unfurnished,2,Delhi,1,19,1,1,0,0,1,275715,1,1,1000,40191.50949
47754,2,BHK,Independent Floor,Madhavaram,12248,Unfurnished,2,Chennai,1,6,0,0,0,0,1,91990,0,0,800,18658.40934
89838,2,BHK,Apartment,Anjaiah Nagar,2081,Unfurnished,2,Hyderabad,0,19,0,1,0,0,0,101912,0,1,1400,19941.32868
41488,2,BHK,Apartment,Ramavaram,2290,Semi-Furnished,5,Chennai,1,0,1,1,1,1,0,39153,1,0,1400,11948.80396
111703,2,BHK,Apartment,Thane West,862,Semi-Furnished,2,Mumbai,0,14,1,1,1,1,0,11915,1,1,1000,4400.219828
12293,2,BHK,Independent Floor,Gota,1160,Semi-Furnished,2,Ahmedabad,1,18,0,0,1,1,1,139072,0,1,2200,23009.98395
78700,1,BHK,Independent House,Sector 6 Dwarka,785,Unfurnished,2,Delhi,0,18,1,0,0,0,1,473040,1,1,4000,72783.55793
83574,2,BHK,Independent Floor,Madhapur,1429,Furnished,2,Hyderabad,0,11,1,0,0,1,0,65896,1,1,700,15740.0303
129305,2,BHK,Studio Apartment,Thane West,2109,Semi-Furnished,4,Mumbai,1,5,0,0,1,1,0,22930,0,0,1500,6490.75139
64375,2,BHK,Independent Floor,Saket,348,Furnished,1,Delhi,0,17,0,1,0,1,0,87084,1,1,1800,15141.98078
101161,3,BHK,Apartment,Garia,3026,Semi-Furnished,3,Kolkata,1,14,0,0,1,1,1,151704,1,1,3000,23873.78877
108388,3,RK,Apartment,Bhandup West,2154,Semi-Furnished,2,Mumbai,1,4,0,1,1,1,1,227370,0,0,900,33046.64252
41485,1,BHK,Apartment,Ramavaram,2505,Furnished,2,Chennai,0,1,0,0,0,1,0,45710,1,0,2600,10853.9805
16903,2,BHK,Independent House,Near Nirma University On SG Highway,1294,Furnished,3,Ahmedabad,0,1,0,1,0,1,0,88404,0,0,800,18309.22828
52146,1,BHK,Studio Apartment,Paschim Vihar,1049,Unfurnished,2,Delhi,0,18,1,1,0,0,0,42525,0,1,800,9059.208389
173371,1,BHK,Villa,Wakad,912,Semi-Furnished,2,Pune,1,10,0,0,1,1,0,20628,1,1,1300,6048.097298
153748,3,BHK,Apartment,thakur village kandivali east,1118,Semi-Furnished,2,Mumbai,1,16,1,0,1,1,0,64766,1,1,2800,14944.96026
48062,1,BHK,Studio Apartment,Thiruvanmiyur,611,Unfurnished,2,Chennai,0,3,1,0,0,0,1,42140,1,0,3600,8982.565987
46448,1,RK,Villa,Madipakkam,764,Unfurnished,1,Chennai,1,9,0,0,0,0,0,117495,1,1,3700,18832.41354
165473,1,BHK,Independent Floor,Kandivali East,4091,Unfurnished,4,Mumbai,1,2,1,0,0,0,0,161900,1,0,4000,25497.6447
105498,3,BHK,Independent Floor,Powai,1053,Unfurnished,2,Mumbai,0,6,1,1,0,0,0,39955,1,0,500,11244.60333
87767,1,BHK,Apartment,Nallakunta,847,Unfurnished,2,Hyderabad,0,19,1,0,0,0,1,361312,1,1,400,50305.70258
11253,2,BHK,Independent Floor,Near Nirma University On SG Highway,1390,Furnished,2,Ahmedabad,0,3,1,0,0,1,1,362382,0,0,400,50587.62262
6277,2,BHK,Apartment,Near Nirma University On SG Highway,2515,Semi-Furnished,2,Ahmedabad,1,10,0,1,1,1,0,125680,1,1,1500,21744.34128
5007,3,BHK,Apartment,Bodakdev,1480,Semi-Furnished,2,Ahmedabad,1,2,0,0,1,1,0,133659,1,0,3400,23675.48719
57458,2,RK,Apartment,Sector 6 Dwarka,1244,Semi-Furnished,3,Delhi,0,6,0,0,1,1,1,89073,1,0,1100,18358.77627
33734,3,BHK,Apartment,Dodda Banaswadi Main Road,1204,Furnished,2,Bangalore,1,16,0,1,0,1,0,1359540,1,1,1800,184235.9963
126517,2,BHK,Apartment,Thane West,1811,Semi-Furnished,4,Mumbai,1,15,0,1,1,1,1,119964,1,1,3600,21333.95097
135881,1,BHK,Independent Floor,Nerul,1069,Unfurnished,2,Mumbai,1,10,1,0,0,0,1,36260,1,1,3800,9036.21184
132134,3,RK,Apartment,Ulwe,829,Unfurnished,1,Mumbai,1,0,0,0,0,0,1,113358,0,0,100,19123.11965
25664,3,BHK,Apartment,HSR Layout,1088,Semi-Furnished,2,Bangalore,1,6,1,0,1,1,0,79428,1,0,2600,18309.22828
89025,1,BHK,Apartment,Gachibowli,1436,Semi-Furnished,2,Hyderabad,0,19,1,1,1,1,0,294726,0,1,2500,42364.52009
55582,1,BHK,Apartment,Malviya Nagar,1097,Furnished,3,Delhi,1,5,1,0,0,1,1,70824,0,0,2800,15378.91495
164784,1,BHK,Apartment,Sector35D Kharghar,818,Unfurnished,2,Mumbai,0,2,1,0,0,0,0,14253,1,0,2800,4389.146239
95447,2,BHK,Apartment,Dhapa,749,Unfurnished,3,Kolkata,1,2,1,0,0,0,0,187500,1,0,3700,28393.26844
133742,1,BHK,Apartment,Prabhadevi,1396,Furnished,2,Mumbai,1,13,0,0,0,1,0,105228,1,1,3300,17837.34575
173485,3,BHK,Apartment,Tingre Nagar,1418,Semi-Furnished,2,Pune,0,12,1,1,1,1,0,300100,0,1,100,43007.30463
49748,3,BHK,Independent House,Urapakkam,2069,Semi-Furnished,3,Chennai,0,9,1,1,1,1,1,83776,1,1,600,18309.22828
131526,3,BHK,Independent Floor,Ulwe,1035,Furnished,3,Mumbai,1,7,1,0,0,1,0,268780,0,1,2200,38351.28625
39470,1,BHK,Independent Floor,Lingarajapuram,845,Furnished,1,Bangalore,0,14,0,1,0,1,0,69993,0,1,3100,13418.43207
162873,3,BHK,Apartment,Karanjade,1426,Semi-Furnished,2,Mumbai,0,0,0,1,1,1,0,1140824,1,0,3000,158320.2871
135623,3,BHK,Apartment,Powai,516,Semi-Furnished,1,Mumbai,0,11,1,0,1,1,0,299936,0,1,800,43059.2447
61327,1,BHK,Apartment,Saket,1269,Semi-Furnished,1,Delhi,1,4,1,0,1,1,0,15232,1,0,1500,4335.687992
143405,1,BHK,Apartment,Mira Road East,653,Unfurnished,2,Mumbai,0,8,1,0,0,0,1,81040,1,1,3900,15212.77243
90101,1,BHK,Independent Floor,Saroor Nagar,669,Semi-Furnished,3,Hyderabad,1,19,1,1,1,1,1,307034,0,1,0,43312.76118
147208,1,BHK,Apartment,Ghansoli,1003,Furnished,2,Mumbai,0,4,0,0,0,1,1,72054,0,0,3500,15356.82699
146762,1,RK,Independent Floor,Mahape,771,Unfurnished,4,Mumbai,0,18,0,1,0,0,1,62955,1,1,1400,12244.85785
123610,2,BHK,Apartment,Chembur,1572,Semi-Furnished,4,Mumbai,1,2,1,1,1,1,0,210798,1,0,3900,31665.21826
118868,1,BHK,Independent Floor,Wadala,1178,Furnished,2,Mumbai,0,4,0,1,0,1,0,78536,0,0,3900,15378.91495
151629,1,BHK,Independent Floor,Goregaon East,489,Semi-Furnished,1,Mumbai,1,0,1,0,1,1,1,55010,1,0,700,10358.00219
176642,2,RK,Independent Floor,Wanowrie,1151,Unfurnished,2,Pune,1,7,1,0,0,0,1,144065,1,1,3700,23060.93087
59610,3,BHK,Independent House,Sector 8 Dwarka,427,Furnished,2,Delhi,1,1,1,0,0,1,0,143271,0,0,400,22673.39929
171119,2,BHK,Apartment,Balewadi,593,Semi-Furnished,3,Pune,1,16,1,1,1,1,0,81795,0,1,3000,17416.53483
10796,3,BHK,Apartment,Shela,2112,Furnished,2,Ahmedabad,0,12,1,0,0,1,0,383060,0,1,1800,51412.48423
190122,2,BHK,Apartment,Dhanori,2880,Semi-Furnished,4,Pune,0,10,1,0,1,1,1,76902,1,1,0,18309.22828
131009,2,BHK,Independent Floor,Jogeshwari West,865,Unfurnished,1,Mumbai,0,3,0,1,0,0,0,17814,0,0,400,4987.888719
19160,3,BHK,Independent Floor,Kodigehalli,1605,Semi-Furnished,2,Bangalore,1,12,1,1,1,1,1,95721,1,1,3000,19917.95845
179885,3,BHK,Apartment,Pimple Saudagar,1751,Semi-Furnished,2,Pune,0,8,0,1,1,1,0,216594,0,1,800,31753.49469
101202,2,BHK,Apartment,Picnic Garden,726,Semi-Furnished,2,Kolkata,0,15,1,1,1,1,1,222040,0,1,3900,32268.9749
86483,2,RK,Independent Floor,Kachiguda,987,Unfurnished,1,Hyderabad,1,9,0,0,0,0,0,32815,1,1,1200,9108.465236
22337,3,BHK,Independent Floor,Mahadevapura,2003,Semi-Furnished,2,Bangalore,1,7,1,0,1,1,1,110260,0,1,1600,20061.67053
24350,2,BHK,Independent Floor,Banaswadi,742,Semi-Furnished,2,Bangalore,0,4,0,1,1,1,1,51480,1,0,3900,14458.73521
57076,4,BHK,Apartment,New Ashok Nagar,1465,Furnished,2,Delhi,0,10,1,1,0,1,1,542064,1,1,2300,77322.11889
174582,4,RK,Apartment,Sunarwadi,1395,Semi-Furnished,2,Pune,0,16,0,0,1,1,0,52236,1,1,1800,14944.96026
65269,2,BHK,Apartment,Kalkaji,731,Furnished,4,Delhi,1,2,1,1,0,1,0,268055,1,0,1200,38591.18436
118697,2,BHK,Apartment,Airoli,623,Unfurnished,3,Mumbai,0,16,0,0,0,0,1,105216,1,1,2400,19836.00353
11780,2,BHK,Independent House,Gota,1206,Semi-Furnished,2,Ahmedabad,1,3,1,0,1,1,1,142437,0,0,1900,23322.5559
13830,1,BHK,Apartment,Khodiar Nagar,1013,Unfurnished,4,Ahmedabad,1,19,0,0,0,0,0,25906,0,1,600,6917.474226
178577,1,BHK,Independent Floor,Wadgaon Sheri,1025,Unfurnished,1,Pune,1,4,1,1,0,0,0,264102,1,0,2500,38091.58929
104593,2,BHK,Apartment,Goregaon East,636,Furnished,2,Mumbai,0,9,1,1,0,1,1,173000,1,1,3300,26025.52077
75904,1,BHK,Apartment,Sunder Nagar,1751,Semi-Furnished,2,Delhi,0,9,1,0,1,1,1,16527,1,1,1400,4556.211605
99679,3,BHK,Apartment,Kaikhali,7328,Semi-Furnished,3,Kolkata,1,0,1,0,1,1,1,36624,1,0,2100,11789.74212
18676,3,BHK,Independent House,Cox Town,3474,Semi-Furnished,2,Bangalore,0,16,1,1,1,1,0,99720,0,1,3200,19975.66779
147911,2,BHK,Apartment,Kanjurmarg,1341,Furnished,2,Mumbai,1,0,0,1,0,1,1,183952,1,0,2700,28540.03005
144956,2,BHK,Apartment,Goregaon East,3753,Semi-Furnished,2,Mumbai,1,16,0,0,1,1,1,236296,1,1,1600,33699.11906
65674,3,BHK,Apartment,Uttam Nagar,1811,Semi-Furnished,4,Delhi,1,6,1,0,1,1,0,180230,1,0,2000,28678.07937
24328,2,BHK,Apartment,Yelahanka Satellite Town,942,Unfurnished,2,Bangalore,1,16,0,1,0,0,0,306144,0,1,2900,42934.616
10054,3,BHK,Apartment,Nikol,2726,Semi-Furnished,3,Ahmedabad,0,2,1,0,1,1,0,284152,1,0,3400,40324.75276
77632,2,BHK,Apartment,Niti Bagh,615,Semi-Furnished,2,Delhi,0,7,1,0,1,1,0,67440,0,1,3200,15485.1721
185222,1,BHK,Independent Floor,Kharadi,656,Unfurnished,4,Pune,1,1,0,0,0,0,1,360355,1,0,4000,51019.74685
162366,1,BHK,Apartment,Sector20 Koparkhairane,1127,Furnished,2,Mumbai,1,2,0,0,0,1,0,164780,1,0,2200,25425.57193
186357,3,BHK,Independent Floor,Mohammed wadi,618,Furnished,1,Pune,1,2,0,1,0,1,1,275590,1,0,2500,39788.80339
62075,2,BHK,Apartment,Patel Nagar,1235,Unfurnished,2,Delhi,0,12,0,0,0,0,1,71724,1,1,1800,18309.22828
28300,4,BHK,Apartment,Balaji Layout,1401,Unfurnished,2,Bangalore,1,2,1,0,0,0,0,163730,0,0,1900,25569.27181
27806,2,BHK,Apartment,Electronics City,1896,Semi-Furnished,3,Bangalore,0,4,0,1,1,1,0,573120,1,0,3400,85375.49604
183989,1,BHK,Apartment,Wanowrie,2074,Unfurnished,2,Pune,1,15,0,0,0,0,1,11973,1,1,3700,4036.634981
149438,3,BHK,Apartment,Dombivli (West),760,Semi-Furnished,1,Mumbai,0,6,1,0,1,1,1,119684,0,0,3200,20422.67015
175257,3,BHK,Independent Floor,Lohegaon,3797,Furnished,2,Pune,0,14,0,0,0,1,1,349407,1,1,100,48634.64634
178165,2,BHK,Apartment,Dhanori,1455,Furnished,3,Pune,0,2,1,0,0,1,1,191905,1,0,2300,28682.61588
127916,2,BHK,Apartment,Bandra West,2051,Unfurnished,4,Mumbai,0,15,1,0,0,0,0,171584,0,1,2200,25826.74637
30124,4,BHK,Apartment,Panathur,2000,Furnished,2,Bangalore,0,12,0,0,0,1,0,463990,0,1,1100,62838.98912
89697,2,RK,Apartment,LB Nagar,1247,Semi-Furnished,2,Hyderabad,1,16,1,0,1,1,0,100860,0,1,1100,19941.32868
1823,2,BHK,Apartment,Prahlad Nagar,1004,Semi-Furnished,2,Ahmedabad,1,4,0,0,1,1,0,209975,0,0,2000,31654.71418
30484,2,BHK,Apartment,Banaswadi,1520,Furnished,2,Bangalore,1,5,1,0,0,1,0,144285,1,0,3300,23732.31415
1875,3,BHK,Apartment,Makarba,1402,Semi-Furnished,2,Ahmedabad,1,6,1,0,1,1,0,1329345,1,0,800,183541.9264
97302,4,BHK,Apartment,New Town,922,Semi-Furnished,2,Kolkata,1,5,1,0,1,1,0,105510,0,0,1500,19836.00353
110762,1,BHK,Apartment,Malad West,591,Unfurnished,2,Mumbai,0,14,0,1,0,0,0,42702,1,1,3300,8982.565987
17488,1,BHK,Apartment,Paldi,804,Semi-Furnished,3,Ahmedabad,1,16,0,0,1,1,0,182884,1,1,1900,28473.10013
167911,2,BHK,Apartment,Thane West,1070,Unfurnished,2,Mumbai,1,12,1,1,0,0,1,138236,1,1,1200,22661.88045
89887,3,RK,Independent Floor,Aminpur,1811,Semi-Furnished,2,Hyderabad,1,1,1,0,1,1,0,111175,1,0,3900,20061.99789
36200,1,BHK,Independent House,J. P. Nagar,752,Furnished,2,Bangalore,1,2,0,1,0,1,0,849300,1,0,1800,128547.7833
79493,2,BHK,Apartment,Saket,1439,Semi-Furnished,2,Delhi,0,17,1,0,1,1,0,222042,1,1,3200,32253.5695
163103,3,BHK,Apartment,Koper Khairane,1236,Semi-Furnished,2,Mumbai,1,9,1,0,1,1,0,387513,0,1,3500,51600.65439
110831,2,BHK,Independent Floor,Borivali West,1549,Semi-Furnished,2,Mumbai,1,12,0,1,1,1,0,226701,1,1,2400,32587.4948
96508,3,BHK,Apartment,Picnic Garden,1527,Semi-Furnished,2,Kolkata,0,15,1,1,1,1,0,63810,1,1,2900,14944.96026
82212,4,BHK,Apartment,Sector 1 Dwarka,748,Unfurnished,1,Delhi,0,18,0,0,0,0,0,618399,1,1,2000,90490.22491
10099,3,BHK,Apartment,Jodhpur,755,Semi-Furnished,3,Ahmedabad,0,4,1,0,1,1,1,75252,1,0,700,17416.53483
142292,1,BHK,Independent Floor,Ulwe,804,Semi-Furnished,1,Mumbai,1,1,1,0,1,1,0,15264,1,0,3000,4252.276417
10374,2,BHK,Independent Floor,Nikol,1543,Semi-Furnished,2,Ahmedabad,1,6,1,0,1,1,1,1214790,0,0,100,178052.5711
90401,1,RK,Apartment,Borabanda,7270,Unfurnished,1,Hyderabad,0,18,1,0,0,0,1,48868,1,1,1000,10211.43939
132613,3,RK,Apartment,Agripada,902,Semi-Furnished,2,Mumbai,0,5,0,0,1,1,0,84326,0,0,2200,17784.86536
13400,2,BHK,Apartment,Gurukul,1164,Furnished,2,Ahmedabad,1,9,1,0,0,1,1,56324,0,1,3900,14944.96026
178309,3,BHK,Apartment,Bavdhan,1836,Unfurnished,1,Pune,1,18,1,0,0,0,1,49614,1,1,900,12379.93911
184598,1,BHK,Apartment,Kothrud,1636,Furnished,2,Pune,1,14,0,1,0,1,1,34210,0,1,1600,9041.593374
157099,2,BHK,Independent Floor,Thane West,2353,Unfurnished,2,Mumbai,0,16,1,0,0,0,0,563465,1,1,400,85209.26393
42585,3,BHK,Independent Floor,Choolaimedu,1180,Semi-Furnished,2,Chennai,0,18,1,1,1,1,0,47876,0,1,3100,14944.96026
125228,2,BHK,Apartment,Andheri West,919,Semi-Furnished,2,Mumbai,1,3,0,0,1,1,1,221910,0,0,1900,32268.9749
73805,2,BHK,Independent Floor,Geetanjali Enclave,2252,Semi-Furnished,1,Delhi,1,1,1,1,1,1,0,1729380,0,0,1400,241811.1121
176604,2,BHK,Apartment,Hinjewadi,1892,Semi-Furnished,5,Pune,1,13,1,1,1,1,0,117852,0,1,3500,21333.95097
62372,3,BHK,Apartment,Mehrauli,1258,Furnished,4,Delhi,0,7,0,0,0,1,1,22980,1,1,4000,6506.334301
103622,2,BHK,Apartment,Seawoods,2169,Semi-Furnished,2,Mumbai,1,2,1,1,1,1,0,216370,0,0,1400,31708.46932
128736,5,RK,Independent Floor,Bandra West,1457,Semi-Furnished,1,Mumbai,0,17,1,1,1,1,0,86380,1,1,3000,16083.76127
189949,3,BHK,Apartment,Rahatani,1905,Semi-Furnished,1,Pune,1,3,0,0,1,1,1,204640,1,0,1100,31077.47413
129501,3,BHK,Independent Floor,Ghansoli,2461,Semi-Furnished,2,Mumbai,1,2,0,0,1,1,0,126785,1,0,3200,22007.62947
135490,3,RK,Apartment,Santacruz East,1577,Unfurnished,2,Mumbai,0,13,0,1,0,0,0,173450,0,1,4000,26173.37843
110763,1,BHK,Apartment,Kharodi,3797,Semi-Furnished,2,Mumbai,0,17,1,0,1,1,0,1469187,1,1,3500,223201.7283
21513,3,BHK,Apartment,byatarayanapura,869,Semi-Furnished,2,Bangalore,1,0,0,0,1,1,0,75644,0,0,2000,17651.70642
74325,1,BHK,Apartment,Jasola,572,Semi-Furnished,4,Delhi,0,4,1,0,1,1,1,176020,1,0,1300,26366.87982
95895,1,RK,Apartment,New Town,1234,Unfurnished,1,Kolkata,0,13,0,0,0,0,0,866348,1,1,1400,130689.9779
153718,2,RK,Apartment,Thakur Village Road,2187,Semi-Furnished,2,Mumbai,0,16,1,0,1,1,0,35834,1,1,2400,11774.35588
51543,4,BHK,Independent Floor,Sector 8 Dwarka,991,Semi-Furnished,2,Delhi,0,17,0,1,1,1,0,244064,0,1,700,33976.38662
112566,1,BHK,Independent Floor,Dombivali,534,Unfurnished,1,Mumbai,1,15,0,0,0,0,1,2698660,0,1,2600,359588.4248
59270,2,BHK,Apartment,East of Kailash,1626,Semi-Furnished,2,Delhi,0,18,1,1,1,1,1,95472,0,1,2300,19842.56387
79973,4,BHK,Independent House,Mahavir Enclave,6706,Semi-Furnished,2,Delhi,1,8,1,0,1,1,0,40544,1,1,2700,11789.74212
131126,1,BHK,Apartment,Malad West,1332,Furnished,2,Mumbai,0,8,1,1,0,1,1,2132288,1,1,800,292032.5136
63643,3,BHK,Apartment,Katwaria Sarai,679,Unfurnished,4,Delhi,1,19,0,0,0,0,1,1041680,0,1,2600,150991.9919
88554,2,BHK,Apartment,Chandanagar,3027,Semi-Furnished,2,Hyderabad,1,12,1,0,1,1,1,17844,1,1,2300,5541.00423
97275,3,BHK,Apartment,Tagore Park,629,Semi-Furnished,2,Kolkata,0,5,1,0,1,1,0,75580,0,0,3300,17416.53483
125544,1,BHK,Independent Floor,Thane West,635,Furnished,4,Mumbai,1,13,1,0,0,1,0,139070,1,1,3400,22356.67411
18066,3,BHK,Apartment,Zundal,1895,Semi-Furnished,3,Ahmedabad,1,5,0,0,1,1,0,205165,0,0,700,31110.15235
183670,2,BHK,Penthouse,Bibwewadi Kondhwa Road,668,Semi-Furnished,2,Pune,0,8,1,0,1,1,1,350750,1,1,3200,49234.16781
174941,1,BHK,Apartment,Pimple Nilakh,527,Unfurnished,2,Pune,0,5,0,0,0,0,0,138720,0,0,1700,22356.67411
132098,3,RK,Apartment,Goregaon East,773,Unfurnished,2,Mumbai,0,1,0,0,0,0,0,45472,1,0,1700,11445.37866
184315,2,BHK,Villa,Bavdhan,229,Semi-Furnished,2,Pune,1,19,1,0,1,1,0,314350,1,1,1500,45206.76828
7996,3,BHK,Apartment,Thaltej,681,Semi-Furnished,1,Ahmedabad,1,10,0,1,1,1,0,129246,1,1,2100,21792.34733
130895,4,BHK,Apartment,Thane West,559,Furnished,2,Mumbai,1,15,1,1,0,1,1,107198,1,1,3600,19836.00353
105394,1,RK,Independent House,Wadala,726,Unfurnished,1,Mumbai,1,8,0,1,0,0,1,69111,0,1,3500,13269.94781
174236,1,BHK,Apartment,Mundhwa,846,Unfurnished,2,Pune,1,14,1,1,0,0,0,156156,1,1,800,24512.53049
98177,3,BHK,Apartment,New Town,310,Unfurnished,2,Kolkata,0,18,0,0,0,0,0,164376,0,1,1500,24739.89008
163546,1,BHK,Apartment,Prabhadevi,852,Unfurnished,1,Mumbai,0,9,0,0,0,0,0,223857,1,1,2300,32067.19352
159886,1,BHK,Apartment,Dahisar,761,Furnished,1,Mumbai,1,6,0,0,0,1,1,242005,0,0,1000,33677.66746
89014,2,BHK,Independent House,Suchitra,1155,Furnished,4,Hyderabad,1,6,1,0,0,1,0,232575,1,0,2800,33668.91245
39290,1,BHK,Apartment,Dodda Banaswadi,840,Unfurnished,1,Bangalore,1,19,0,1,0,0,0,19878,1,1,100,4925.34684
132946,1,RK,Apartment,Thane West,450,Unfurnished,3,Mumbai,0,13,1,0,0,0,0,140000,1,1,3600,22356.67411
148279,3,BHK,Apartment,Nerul,1040,Semi-Furnished,2,Mumbai,1,3,0,0,1,1,0,245960,0,0,2400,33951.95439
57215,2,BHK,Independent House,Sector 9 Dwarka,2145,Furnished,2,Delhi,0,15,1,0,0,1,1,249150,0,1,900,33953.08411
65381,2,BHK,Independent Floor,Dr Mukherji Nagar,2017,Semi-Furnished,2,Delhi,0,15,0,0,1,1,0,30670,0,1,100,9040.678038
89655,1,BHK,Apartment,LB Nagar,1979,Unfurnished,1,Hyderabad,1,3,0,0,0,0,1,44216,1,0,3200,7418.312609
165022,2,BHK,Apartment,Bonshet,1005,Semi-Furnished,2,Mumbai,1,4,0,1,1,1,0,172944,1,0,3700,26119.86336
123326,1,BHK,Villa,Mahalaxmi,855,Unfurnished,1,Mumbai,1,2,0,0,0,0,1,71580,1,0,3500,13557.92913
190336,2,BHK,Apartment,Lohegaon,1096,Furnished,2,Pune,1,17,1,1,0,1,1,111410,1,1,4000,20080.22897
128963,1,BHK,Apartment,Andheri East,1075,Semi-Furnished,2,Mumbai,0,8,1,0,1,1,0,26300,1,1,3900,7079.357105
166247,3,BHK,Apartment,Sector 5 Ghansoli,1211,Semi-Furnished,1,Mumbai,0,15,1,0,1,1,0,87380,1,1,1400,16083.76127
88,2,BHK,Independent Floor,Shela,1749,Semi-Furnished,2,Ahmedabad,0,19,0,0,1,1,0,156936,1,1,600,25554.64935
130893,4,BHK,Independent House,Thane West,1417,Furnished,2,Mumbai,0,17,0,0,0,1,1,164000,0,1,2300,25476.85881
49260,2,BHK,Apartment,Adyar,2141,Semi-Furnished,2,Chennai,1,10,1,0,1,1,0,365793,0,1,2200,50636.91069
53181,3,BHK,Apartment,Sector 6 Dwarka,1367,Semi-Furnished,3,Delhi,0,5,0,0,1,1,0,252032,0,0,200,35917.78008
178523,2,BHK,Apartment,Gahunje,1141,Unfurnished,4,Pune,0,2,1,0,0,0,1,85608,1,0,1100,18309.22828
103100,3,BHK,Independent Floor,Borivali West,563,Semi-Furnished,3,Mumbai,1,5,1,1,1,1,0,107592,0,0,1400,19854.4964
54355,1,RK,Apartment,Saket,1990,Semi-Furnished,1,Delhi,1,14,1,0,1,1,0,51662,1,1,1300,10420.8648
179443,2,BHK,Apartment,Alandi,1651,Furnished,2,Pune,1,18,0,0,0,1,1,140763,1,1,2200,23661.17379
122427,3,BHK,Apartment,Dadar West,1527,Unfurnished,2,Mumbai,0,11,0,0,0,0,0,29034,0,1,900,8534.837448
140093,3,BHK,Independent House,Tardeo,1577,Semi-Furnished,1,Mumbai,0,3,0,0,1,1,0,218295,0,0,100,31884.22941
137456,1,RK,Independent Floor,Andheri East,1342,Unfurnished,1,Mumbai,1,1,1,0,0,0,1,39075,1,0,2400,7418.312609
21837,2,BHK,Apartment,Mahadev pura,1747,Semi-Furnished,2,Bangalore,0,6,1,0,1,1,1,68968,1,0,3700,17893.24991
116377,1,RK,Apartment,Mira Road East,727,Unfurnished,4,Mumbai,0,6,0,0,0,0,0,67704,1,0,3700,14269.00531
29149,1,BHK,Apartment,HSR Layout,517,Semi-Furnished,1,Bangalore,0,18,1,0,1,1,1,794310,1,1,2400,115324.9871
68357,1,RK,Studio Apartment,Kailash Colony,850,Furnished,1,Delhi,1,10,1,0,0,1,1,47996,0,1,1900,10374.03958
119122,2,BHK,Independent Floor,Thane West,782,Unfurnished,2,Mumbai,0,10,0,0,0,0,1,184464,0,1,1300,28455.11445
30376,3,BHK,Apartment,Nagarbhavi,1311,Semi-Furnished,1,Bangalore,1,17,0,1,1,1,0,59056,1,1,3600,12928.48747
151855,3,BHK,Apartment,Andheri East,1425,Semi-Furnished,2,Mumbai,1,13,1,0,1,1,0,785241,1,1,400,113493.9749
79250,1,BHK,Apartment,Vasant Vihar,1985,Unfurnished,2,Delhi,0,3,1,0,0,0,0,104424,0,0,3100,17837.34575
181269,1,BHK,Independent Floor,Wagholi,672,Semi-Furnished,3,Pune,0,17,1,0,1,1,0,53800,1,1,2500,12264.24375
24948,2,RK,Apartment,Devarachikkana Halli,11040,Semi-Furnished,1,Bangalore,1,15,1,0,1,1,0,298368,0,1,3100,42955.05392
169294,2,BHK,Apartment,Thane West,767,Unfurnished,1,Mumbai,0,9,0,0,0,0,0,64020,1,1,3900,11943.73164
